 "Frequency in Hz"  1.1000001E+10
          Theta(deg)            Phi(deg)        Magn(Etheta)       Phase(Etheta)          Magn(Ephi)         Phase(Ephi)            Total_dB
   0.1640000000E+003   0.1800000000E+003   0.2117311060E+000   0.6791693878E+002   0.2356626892E+002   0.5419471359E+002   0.6319713593E+002
   0.1660000000E+003   0.0000000000E+000   0.3246248662E+000   0.3811307144E+002   0.2095244980E+002   0.5595264816E+002   0.6084751129E+002
   0.1660000000E+003   0.2000000000E+001   0.1084457397E+001   0.8068786621E+002   0.2088217735E+002   0.5569211578E+002   0.6080485535E+002
   0.1660000000E+003   0.4000000000E+001   0.2301693201E+001   0.8818353271E+002   0.2068756104E+002   0.5494058609E+002   0.6071367645E+002
   0.1660000000E+003   0.6000000000E+001   0.3451404572E+001   0.8880425262E+002   0.2038456535E+002   0.5370226288E+002   0.6057820129E+002
   0.1660000000E+003   0.8000000000E+001   0.4493185997E+001   0.8645315552E+002   0.1999784470E+002   0.5198773956E+002   0.6040498734E+002
   0.1660000000E+003   0.1000000000E+002   0.5401470184E+001   0.8403478241E+002   0.1955871391E+002   0.4982077408E+002   0.6020341492E+002
   0.1660000000E+003   0.1200000000E+002   0.6162321568E+001   0.8126419067E+002   0.1910162354E+002   0.4724481583E+002   0.5998554611E+002
   0.1660000000E+003   0.1400000000E+002   0.6774896622E+001   0.7796906281E+002   0.1866030312E+002   0.4432948685E+002   0.5976620102E+002
   0.1660000000E+003   0.1600000000E+002   0.7252927780E+001   0.7402053070E+002   0.1826347351E+002   0.4117419052E+002   0.5956250000E+002
   0.1660000000E+003   0.1800000000E+002   0.7625342846E+001   0.6932867432E+002   0.1793127251E+002   0.3790347672E+002   0.5939319229E+002
   0.1660000000E+003   0.2000000000E+002   0.7935072899E+001   0.6386547470E+002   0.1767231178E+002   0.3465800476E+002   0.5927661514E+002
   0.1660000000E+003   0.2200000000E+002   0.8235224724E+001   0.5770365143E+002   0.1748381042E+002   0.3157695580E+002   0.5922924805E+002
   0.1660000000E+003   0.2400000000E+002   0.8581249237E+001   0.5104860306E+002   0.1735232353E+002   0.2878166389E+002   0.5926235199E+002
   0.1660000000E+003   0.2600000000E+002   0.9020290375E+001   0.4423254013E+002   0.1725777054E+002   0.2636127281E+002   0.5938053894E+002
   0.1660000000E+003   0.2800000000E+002   0.9580992699E+001   0.3764894104E+002   0.1717694283E+002   0.2436641884E+002   0.5958018494E+002
   0.1660000000E+003   0.3000000000E+002   0.1026800823E+002   0.3165555573E+002   0.1708658600E+002   0.2280998611E+002   0.5984901810E+002
   0.1660000000E+003   0.3200000000E+002   0.1106380939E+002   0.2649582863E+002   0.1696646690E+002   0.2167045784E+002   0.6016812897E+002
   0.1660000000E+003   0.3400000000E+002   0.1193564892E+002   0.2227753448E+002   0.1680041885E+002   0.2090028954E+002   0.6051416016E+002
   0.1660000000E+003   0.3600000000E+002   0.1284386253E+002   0.1899860382E+002   0.1657708359E+002   0.2043140984E+002   0.6086239243E+002
   0.1660000000E+003   0.3800000000E+002   0.1374875832E+002   0.1658990479E+002   0.1628905869E+002   0.2018170357E+002   0.6118893433E+002
   0.1660000000E+003   0.4000000000E+002   0.1461530304E+002   0.1495059299E+002   0.1593318272E+002   0.2005953217E+002   0.6147342682E+002
   0.1660000000E+003   0.4200000000E+002   0.1541512775E+002   0.1397201347E+002   0.1550879383E+002   0.1996819687E+002   0.6169922256E+002
   0.1660000000E+003   0.4400000000E+002   0.1612810516E+002   0.1354816723E+002   0.1501874733E+002   0.1980774117E+002   0.6185546875E+002
   0.1660000000E+003   0.4600000000E+002   0.1674115944E+002   0.1358102894E+002   0.1446806049E+002   0.1947935486E+002   0.6193570709E+002
   0.1660000000E+003   0.4800000000E+002   0.1724833298E+002   0.1398046494E+002   0.1386489391E+002   0.1888709831E+002   0.6193875122E+002
   0.1660000000E+003   0.5000000000E+002   0.1764936066E+002   0.1466365242E+002   0.1322008419E+002   0.1794155693E+002   0.6186765289E+002
   0.1660000000E+003   0.5200000000E+002   0.1794818687E+002   0.1555397034E+002   0.1254724407E+002   0.1656438255E+002   0.6172891235E+002
   0.1660000000E+003   0.5400000000E+002   0.1815211105E+002   0.1657993889E+002   0.1186272430E+002   0.1469284153E+002   0.6153207779E+002
   0.1660000000E+003   0.5600000000E+002   0.1827015686E+002   0.1767546844E+002   0.1118380547E+002   0.1228936958E+002   0.6128780365E+002
   0.1660000000E+003   0.5800000000E+002   0.1831246758E+002   0.1877996254E+002   0.1052764606E+002   0.9349603653E+001   0.6100717545E+002
   0.1660000000E+003   0.6000000000E+002   0.1828974342E+002   0.1983898354E+002   0.9908586502E+001   0.5912663937E+001   0.6070032501E+002
   0.1660000000E+003   0.6200000000E+002   0.1821277809E+002   0.2080613327E+002   0.9335713387E+001   0.2065824270E+001   0.6037538528E+002
   0.1660000000E+003   0.6400000000E+002   0.1809186172E+002   0.2164386749E+002   0.8810582161E+001   0.2058323860E+001   0.6003742981E+002
   0.1660000000E+003   0.6600000000E+002   0.1793741226E+002   0.2232440948E+002   0.8326066017E+001   0.6296524525E+001   0.5968897247E+002
   0.1660000000E+003   0.6800000000E+002   0.1775929642E+002   0.2283161545E+002   0.7866994381E+001   0.1047819233E+002   0.5932993317E+002
   0.1660000000E+003   0.7000000000E+002   0.1756715775E+002   0.2316032219E+002   0.7412371635E+001   0.1445020008E+002   0.5895912170E+002
   0.1660000000E+003   0.7200000000E+002   0.1736990166E+002   0.2331746101E+002   0.6938736439E+001   0.1809458351E+002   0.5857531738E+002
   0.1660000000E+003   0.7400000000E+002   0.1717557335E+002   0.2332088852E+002   0.6423623085E+001   0.2133535004E+002   0.5817894363E+002
   0.1660000000E+003   0.7600000000E+002   0.1699120903E+002   0.2319768715E+002   0.5848580360E+001   0.2413523865E+002   0.5777364731E+002
   0.1660000000E+003   0.7800000000E+002   0.1682265282E+002   0.2298250771E+002   0.5201028347E+001   0.2648480034E+002   0.5736740875E+002
   0.1660000000E+003   0.8000000000E+002   0.1667397881E+002   0.2271487236E+002   0.4475286961E+001   0.2839247322E+002   0.5697260284E+002
   0.1660000000E+003   0.8200000000E+002   0.1654834366E+002   0.2243522453E+002   0.3672559738E+001   0.2986956406E+002   0.5660650253E+002
   0.1660000000E+003   0.8400000000E+002   0.1644722748E+002   0.2218265152E+002   0.2800399065E+001   0.3091612625E+002   0.5628891754E+002
   0.1660000000E+003   0.8600000000E+002   0.1637172508E+002   0.2199035072E+002   0.1871821642E+001   0.3147746277E+002   0.5604098892E+002
   0.1660000000E+003   0.8800000000E+002   0.1632202530E+002   0.2188415718E+002   0.9040679336E+000   0.3115493011E+002   0.5588094330E+002
   0.1660000000E+003   0.9000000000E+002   0.1629808044E+002   0.2188029099E+002   0.8680073172E-001   0.4885020828E+002   0.5582122803E+002
   0.1660000000E+003   0.9200000000E+002   0.1630014229E+002   0.2198298454E+002   0.1068732023E+001   0.3390051270E+002   0.5586637497E+002
   0.1660000000E+003   0.9400000000E+002   0.1632823563E+002   0.2218561172E+002   0.2030189991E+001   0.3276464462E+002   0.5601132965E+002
   0.1660000000E+003   0.9600000000E+002   0.1638241386E+002   0.2246995163E+002   0.2948528051E+001   0.3168134499E+002   0.5624296570E+002
   0.1660000000E+003   0.9800000000E+002   0.1646240044E+002   0.2280803871E+002   0.3806933403E+001   0.3033826828E+002   0.5654254150E+002
   0.1660000000E+003   0.1000000000E+003   0.1656744385E+002   0.2316393089E+002   0.4593052387E+001   0.2864797401E+002   0.5688927078E+002
   0.1660000000E+003   0.1020000000E+003   0.1669559097E+002   0.2349706841E+002   0.5300118923E+001   0.2656207085E+002   0.5726306915E+002
   0.1660000000E+003   0.1040000000E+003   0.1684367752E+002   0.2376491928E+002   0.5927941799E+001   0.2404690742E+002   0.5764720535E+002
   0.1660000000E+003   0.1060000000E+003   0.1700737381E+002   0.2392644882E+002   0.6483320236E+001   0.2108418655E+002   0.5802976608E+002
   0.1660000000E+003   0.1080000000E+003   0.1718052864E+002   0.2394634056E+002   0.6980101109E+001   0.1767840958E+002   0.5840328598E+002
   0.1660000000E+003   0.1100000000E+003   0.1735638237E+002   0.2379609871E+002   0.7437938690E+001   0.1386737919E+002   0.5876522064E+002
   0.1660000000E+003   0.1120000000E+003   0.1752650452E+002   0.2345851517E+002   0.7880277634E+001   0.9731370926E+001   0.5911547089E+002
   0.1660000000E+003   0.1140000000E+003   0.1768237877E+002   0.2292662811E+002   0.8331171036E+001   0.5395979404E+001   0.5945616913E+002
   0.1660000000E+003   0.1160000000E+003   0.1781495667E+002   0.2220612907E+002   0.8811541557E+001   0.1023185372E+001   0.5978926086E+002
   0.1660000000E+003   0.1180000000E+003   0.1791483116E+002   0.2131490707E+002   0.9335849762E+001   0.3208683252E+001   0.6011510468E+002
   0.1660000000E+003   0.1200000000E+003   0.1797237396E+002   0.2028255272E+002   0.9909821510E+001   0.7132371902E+001   0.6043133163E+002
   0.1660000000E+003   0.1220000000E+003   0.1797796631E+002   0.1914878654E+002   0.1053032494E+002   0.1061502361E+002   0.6073263550E+002
   0.1660000000E+003   0.1240000000E+003   0.1792182922E+002   0.1796320915E+002   0.1118656921E+002   0.1357232952E+002   0.6101061249E+002
   0.1660000000E+003   0.1260000000E+003   0.1779402733E+002   0.1678325653E+002   0.1186291027E+002   0.1596982002E+002   0.6125461960E+002
   0.1660000000E+003   0.1280000000E+003   0.1758485031E+002   0.1567340469E+002   0.1254116726E+002   0.1781663132E+002   0.6145274734E+002
   0.1660000000E+003   0.1300000000E+003   0.1728572083E+002   0.1470361328E+002   0.1320342064E+002   0.1915509987E+002   0.6159362793E+002
   0.1660000000E+003   0.1320000000E+003   0.1688952827E+002   0.1394946289E+002   0.1383367062E+002   0.2005053329E+002   0.6166733170E+002
   0.1660000000E+003   0.1340000000E+003   0.1639242744E+002   0.1349153805E+002   0.1441851616E+002   0.2058443069E+002   0.6166688538E+002
   0.1660000000E+003   0.1360000000E+003   0.1579452610E+002   0.1341698647E+002   0.1494788933E+002   0.2084812927E+002   0.6158897400E+002
   0.1660000000E+003   0.1380000000E+003   0.1510172749E+002   0.1382003117E+002   0.1541476250E+002   0.2093945503E+002   0.6143492889E+002
   0.1660000000E+003   0.1400000000E+003   0.1432682419E+002   0.1480273342E+002   0.1581511402E+002   0.2095964241E+002   0.6121122742E+002
   0.1660000000E+003   0.1420000000E+003   0.1349035263E+002   0.1647431564E+002   0.1614742279E+002   0.2101063919E+002   0.6092957306E+002
   0.1660000000E+003   0.1440000000E+003   0.1262088394E+002   0.1894518661E+002   0.1641312981E+002   0.2119215965E+002   0.6060704803E+002
   0.1660000000E+003   0.1460000000E+003   0.1175403786E+002   0.2231391335E+002   0.1661671829E+002   0.2159883690E+002   0.6026524353E+002
   0.1660000000E+003   0.1480000000E+003   0.1093002319E+002   0.2664071465E+002   0.1676595497E+002   0.2231560516E+002   0.5992870331E+002
   0.1660000000E+003   0.1500000000E+003   0.1018860722E+002   0.3190871620E+002   0.1687309647E+002   0.2341290474E+002   0.5962316513E+002
   0.1660000000E+003   0.1520000000E+003   0.9561899185E+001   0.3797967529E+002   0.1695473099E+002   0.2494035721E+002   0.5937252808E+002
   0.1660000000E+003   0.1540000000E+003   0.9065234184E+001   0.4457631302E+002   0.1703155327E+002   0.2691960716E+002   0.5919571686E+002
   0.1660000000E+003   0.1560000000E+003   0.8690565109E+001   0.5131507111E+002   0.1712694550E+002   0.2933763123E+002   0.5910412216E+002
   0.1660000000E+003   0.1580000000E+003   0.8405784607E+001   0.5779534912E+002   0.1726451683E+002   0.3214067841E+002   0.5910039902E+002
   0.1660000000E+003   0.1600000000E+003   0.8160930634E+001   0.6369701767E+002   0.1746443367E+002   0.3523591614E+002   0.5917837524E+002
   0.1660000000E+003   0.1620000000E+003   0.7899124622E+001   0.6883322144E+002   0.1773967552E+002   0.3849725342E+002   0.5932489777E+002
   0.1660000000E+003   0.1640000000E+003   0.7566898346E+001   0.7314329529E+002   0.1809268188E+002   0.4178096390E+002   0.5952211761E+002
   0.1660000000E+003   0.1660000000E+003   0.7121712208E+001   0.7665216064E+002   0.1851387405E+002   0.4494339371E+002   0.5975036240E+002
   0.1660000000E+003   0.1680000000E+003   0.6535180092E+001   0.7942572784E+002   0.1898230171E+002   0.4785779953E+002   0.5999026871E+002
   0.1660000000E+003   0.1700000000E+003   0.5794039726E+001   0.8153657532E+002   0.1946812057E+002   0.5042530441E+002   0.6022426987E+002
   0.1660000000E+003   0.1720000000E+003   0.4899467945E+001   0.8303688049E+002   0.1993671417E+002   0.5257714844E+002   0.6043766022E+002
   0.1660000000E+003   0.1740000000E+003   0.3865301609E+001   0.8392628479E+002   0.2035259247E+002   0.5427188492E+002   0.6061849594E+002
   0.1660000000E+003   0.1760000000E+003   0.2716116428E+001   0.8405675507E+002   0.2068382454E+002   0.5548731613E+002   0.6075801086E+002
   0.1660000000E+003   0.1780000000E+003   0.1485313535E+001   0.8256733704E+002   0.2090518188E+002   0.5621422958E+002   0.6085029602E+002
   0.1660000000E+003   0.1800000000E+003   0.2320141047E+000   0.5835624313E+002   0.2100028419E+002   0.5644988251E+002   0.6089193726E+002
   0.1680000000E+003   0.0000000000E+000   0.3152522743E+000   0.3938778687E+002   0.1918276596E+002   0.5629605484E+002   0.5908294678E+002
   0.1680000000E+003   0.2000000000E+001   0.5216319561E+000   0.8047449493E+002   0.1914954185E+002   0.5611629105E+002   0.5905299377E+002
   0.1680000000E+003   0.4000000000E+001   0.1283092618E+001   0.7032847595E+002   0.1905978966E+002   0.5560357666E+002   0.5899683380E+002
   0.1680000000E+003   0.6000000000E+001   0.2027346134E+001   0.6655829620E+002   0.1891992569E+002   0.5476893234E+002   0.5891847610E+002
   0.1680000000E+003   0.8000000000E+001   0.2738724232E+001   0.6349371338E+002   0.1873989487E+002   0.5363251877E+002   0.5882442474E+002
   0.1680000000E+003   0.1000000000E+002   0.3412527800E+001   0.6031838226E+002   0.1853200531E+002   0.5222383118E+002   0.5872344971E+002
   0.1680000000E+003   0.1200000000E+002   0.4050731182E+001   0.5680700684E+002   0.1830950737E+002   0.5058376694E+002   0.5862626648E+002
   0.1680000000E+003   0.1400000000E+002   0.4661715508E+001   0.5290512466E+002   0.1808504677E+002   0.4876324081E+002   0.5854500198E+002
   0.1680000000E+003   0.1600000000E+002   0.5259386539E+001   0.4864241409E+002   0.1786913872E+002   0.4682333755E+002   0.5849230194E+002
   0.1680000000E+003   0.1800000000E+002   0.5861305237E+001   0.4411110306E+002   0.1766895866E+002   0.4483174133E+002   0.5848018265E+002
   0.1680000000E+003   0.2000000000E+002   0.6486013412E+001   0.3944895935E+002   0.1748755455E+002   0.4285839462E+002   0.5851866150E+002
   0.1680000000E+003   0.2200000000E+002   0.7149647713E+001   0.3481987000E+002   0.1732361603E+002   0.4096979904E+002   0.5861427307E+002
   0.1680000000E+003   0.2400000000E+002   0.7863051414E+001   0.3038848877E+002   0.1717197800E+002   0.3922473145E+002   0.5876907349E+002
   0.1680000000E+003   0.2600000000E+002   0.8630087852E+001   0.2629515266E+002   0.1702453804E+002   0.3766857910E+002   0.5898014069E+002
   0.1680000000E+003   0.2800000000E+002   0.9446978569E+001   0.2264174271E+002   0.1687108612E+002   0.3633172607E+002   0.5923931885E+002
   0.1680000000E+003   0.3000000000E+002   0.1030332851E+002   0.1948639870E+002   0.1670099640E+002   0.3522756577E+002   0.5953456116E+002
   0.1680000000E+003   0.3200000000E+002   0.1118381310E+002   0.1684820938E+002   0.1650365257E+002   0.3435460663E+002   0.5985064697E+002
   0.1680000000E+003   0.3400000000E+002   0.1207023811E+002   0.1471605206E+002   0.1626968193E+002   0.3369646454E+002   0.6017115784E+002
   0.1680000000E+003   0.3600000000E+002   0.1294342422E+002   0.1305952454E+002   0.1599108315E+002   0.3322533417E+002   0.6047956085E+002
   0.1680000000E+003   0.3800000000E+002   0.1378475571E+002   0.1183660793E+002   0.1566190720E+002   0.3290441513E+002   0.6076069260E+002
   0.1680000000E+003   0.4000000000E+002   0.1457757950E+002   0.1099982834E+002   0.1527801800E+002   0.3268909073E+002   0.6100147629E+002
   0.1680000000E+003   0.4200000000E+002   0.1530793858E+002   0.1050007629E+002   0.1483723068E+002   0.3253070450E+002   0.6119145966E+002
   0.1680000000E+003   0.4400000000E+002   0.1596495724E+002   0.1028840733E+002   0.1433946037E+002   0.3237722778E+002   0.6132312775E+002
   0.1680000000E+003   0.4600000000E+002   0.1654100609E+002   0.1031765556E+002   0.1378662491E+002   0.3217502975E+002   0.6139186096E+002
   0.1680000000E+003   0.4800000000E+002   0.1703197861E+002   0.1054197598E+002   0.1318239021E+002   0.3187139130E+002   0.6139590836E+002
   0.1680000000E+003   0.5000000000E+002   0.1743636703E+002   0.1091790581E+002   0.1253258610E+002   0.3141368103E+002   0.6133598709E+002
   0.1680000000E+003   0.5200000000E+002   0.1775562668E+002   0.1140389061E+002   0.1184478760E+002   0.3075180626E+002   0.6121530151E+002
   0.1680000000E+003   0.5400000000E+002   0.1799316216E+002   0.1196060371E+002   0.1112827206E+002   0.2984033203E+002   0.6103882599E+002
   0.1680000000E+003   0.5600000000E+002   0.1815408897E+002   0.1255148792E+002   0.1039351940E+002   0.2863830757E+002   0.6081296539E+002
   0.1680000000E+003   0.5800000000E+002   0.1824509048E+002   0.1314279270E+002   0.9651952744E+001   0.2711322403E+002   0.6054541779E+002
   0.1680000000E+003   0.6000000000E+002   0.1827353287E+002   0.1370460796E+002   0.8914949417E+001   0.2524437332E+002   0.6024411774E+002
   0.1680000000E+003   0.6200000000E+002   0.1824763107E+002   0.1421136189E+002   0.8193063736E+001   0.2302597046E+002   0.5991720200E+002
